prompt_raw,model,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt,input_tokens,output_tokens
"can u explain what caching is, my app got way faster after someone added it and i wanna actually understand why",claude-opus-4-8,111,21,1,1,21,4.29,0,False,False,False,False,False,True,False,False,False,27,105
"my partner's family invited me to something big and i havent met most of them yet, help me figure out how to not seem awkward",claude-opus-4-8,125,25,1,1,23,4.0,0,False,False,False,False,False,True,False,False,False,31,103
"whats the difference between a bug and a vulnerability, my manager used both today and i wasnt sure if they meant the same thing",claude-opus-4-8,128,24,1,1,21,4.33,0,False,False,False,False,False,False,False,False,False,32,97
"i need to tell my study group i wanna change our meeting spot cus the current one is always too loud, how do i bring it up",claude-opus-4-8,122,27,1,1,25,3.52,0,False,False,False,False,False,True,False,False,False,30,65
"can u explain what an event loop is in javascript, i keep hearing ""non blocking"" and nodding along",claude-opus-4-8,98,18,1,1,18,4.33,0,False,False,False,False,False,True,False,False,False,24,122
"i think my resume is too long at 2 pages but i dont know what to cut, can u help me think through what actually matters",claude-opus-4-8,119,26,1,1,23,3.58,0,False,False,False,False,False,True,False,False,False,29,102
"whats the difference between a class and an object, my intro to programming class explained it weird and it never stuck",claude-opus-4-8,119,21,1,1,18,4.67,0,False,False,False,False,False,False,False,False,False,29,117
"i wanna check in with my manager abt my growth this year before my review, help me figure out how to start that conversation",claude-opus-4-8,124,24,1,1,22,4.17,0,False,False,False,False,False,True,False,False,False,31,63
"can u explain what a memory leak actually is in code terms, not just ""it uses too much memory""",claude-opus-4-8,94,19,1,1,18,3.84,0,False,False,False,False,False,True,False,False,False,23,101
"my friend keeps cancelling plans last minute and it's starting to bother me, help me figure out how to bring it up without sounding petty",claude-opus-4-8,137,25,1,1,23,4.48,0,False,False,False,False,False,True,False,False,False,34,74
"whats the difference between concurrency and parallelism, i always thought they were the same thing",claude-opus-4-8,99,15,1,1,14,5.6,0,False,False,False,False,False,False,False,False,False,24,122
"i have to write a short intro for myself before a networking event tomorrow and i freeze up every time, help me draft something natural",claude-opus-4-8,135,25,1,1,23,4.4,0,False,False,False,False,False,False,True,False,False,33,69
"can u explain what technical debt actually means, my team keeps saying ""we'll fix it later"" and i wanna understand what im agreeing to",claude-opus-4-8,134,24,1,1,23,4.5,0,False,False,False,False,False,True,False,False,False,33,107
whyd o u want to join codess in 250 words,claude-opus-4-8,41,10,1,1,10,3.2,0,False,False,False,False,False,False,False,False,False,10,84
"Maintain the tone, but summarize it a bit.",claude-opus-4-8,42,8,1,1,8,4.12,0,False,False,False,False,False,False,False,False,False,10,25
"hey i wnat to know what alla re the existing slutions fr skin disease detection using cnn,i mean the projects for cnn models focusing on some specific diseases",claude-opus-4-8,159,29,1,1,26,4.52,0,False,False,False,False,False,False,False,False,False,39,129
"I have done some working on performing or choosing of many projects in the healthcare domains, which adds a lot of weight to the resume, and we want to find which actually works in the healthcare doma",claude-opus-4-8,200,37,1,1,30,4.38,0,False,False,False,False,False,False,False,False,False,149,163
"now we are actually going to work with a mini project. We want to check out what are the papers required, so what is it as air quality index reduction and air quality index predictor based on the air",claude-opus-4-8,199,39,1,2,30,4.08,0,False,False,False,False,False,False,False,False,False,326,237
code djikstrs using priority ueuue,claude-opus-4-8,34,5,1,1,5,6.0,0,False,False,False,False,False,False,False,False,False,8,2
i need  forml mil etiuette for sending mil for the proejt submisiion to the comony recruiter,claude-opus-4-8,92,16,1,1,13,4.75,0,False,False,False,False,False,False,False,False,False,23,77
tech events their venue timings prices and cash prizes ke this is  title for ggle sheets,claude-opus-4-8,88,16,1,1,16,4.5,0,False,False,False,False,False,False,False,False,False,22,55
hey chatgpt i wold like u to help me in finding the burining industraila problme statemnets whoch will also come under sdg goals and asloooo those need to be hel in detection methods using AI and ml o,claude-opus-4-8,200,38,1,1,35,4.29,0,False,False,False,False,False,False,False,False,False,80,178
could u do dily time tble nd 45 dy exct tpiv rodmp,claude-opus-4-8,50,12,1,1,12,3.25,0,False,False,False,False,False,False,False,False,False,12,60
"for this gimme the acheivements what i have mentiorned in resume so will add in google form Sac technical head also add at alst""",claude-opus-4-8,128,24,1,1,22,4.33,0,False,False,False,False,False,False,False,False,False,32,63
hey i need you to write or ddrft mil to the swiggy suppprt regrding receiving worng order nd the items we hve received re shirvd multi grin t penuts pcket nd kinder joy bueno where we hve ordered pils,claude-opus-4-8,200,39,1,1,34,4.15,0,False,False,False,False,False,False,False,False,False,75,14
"I'm a little beginner of technicals, so I would like you to give me some basics content on. I would like to know first exactly what does backend mean? How is it helping out? How backend helps in creat",claude-opus-4-8,200,39,1,4,33,4.05,0,False,False,False,False,False,True,False,False,False,148,139
how to build it sing llm gimme structured prompt,claude-opus-4-8,48,9,1,1,9,4.44,0,False,False,False,False,False,True,False,False,False,12,98
"""I'm a final year AI & ML student. Create a complete roadmap from where I am today to becoming an AI Engineer. Tell me what to learn, what to skip, projects to build and an estimated timeline.""",claude-opus-4-8,193,36,1,3,29,4.14,0,False,False,False,False,False,False,False,False,False,48,167
"""Explain Agentic AI from absolute scratch. Assume I know nothing. Cover memory, planning, reasoning, tool calling, MCP, LangGraph, LangChain, CrewAI and how everything fits together.""",claude-opus-4-8,183,25,1,3,25,5.88,0,False,False,False,False,False,True,False,False,False,45,168
"""If I wanted to build my own AI agent today, what would the complete architecture look like? Explain frontend, backend, vector databases, memory, orchestration and deployment.""",claude-opus-4-8,176,26,1,2,26,5.46,0,False,False,False,False,False,True,False,False,False,44,143
"""Teach me Retrieval Augmented Generation (RAG) from scratch. Explain embeddings, chunking, vector databases, retrieval, reranking and when RAG should or shouldn't be used.""",claude-opus-4-8,172,23,1,2,21,6.09,1,False,False,False,False,False,True,False,False,False,43,142
"""How do Large Language Models actually work internally? Explain transformers, attention, tokenization, embeddings, inference and fine-tuning like you're teaching an engineering student.""",claude-opus-4-8,186,23,1,2,23,6.78,0,False,False,False,False,False,True,False,False,False,46,119
"""Make me a complete AI Engineer interview preparation roadmap for the next three months with weekly goals.""",claude-opus-4-8,107,17,1,1,17,5.18,0,False,False,False,False,False,False,False,False,False,26,81
"""I'm preparing for placements, not FAANG. Give me only the DSA topics and questions that actually matter for companies like Visa, UBS, HSBC and Flipkart.""",claude-opus-4-8,154,25,1,2,23,4.92,0,False,False,False,False,False,False,False,False,False,38,85
"""Teach me Dynamic Programming in the easiest possible sequence starting from recursion and memoization.""",claude-opus-4-8,104,14,1,1,14,6.29,0,False,False,False,False,False,False,False,False,False,26,76
"""Explain the Sliding Window pattern so well that I can identify those questions in interviews without memorizing solutions.""",claude-opus-4-8,124,18,1,1,18,5.78,0,False,False,False,False,False,True,False,False,False,31,82
"""Review my resume like you're an SDE recruiter. Be brutally honest and tell me exactly what should be improved.""",claude-opus-4-8,112,19,1,2,18,4.74,0,False,False,False,False,False,False,False,False,False,28,53
"""Explain Spring Boot project architecture used in production applications. Cover controllers, services, repositories, DTOs, entities, exception handling and authentication.""",claude-opus-4-8,173,19,1,2,19,7.68,0,False,False,False,False,False,True,False,False,False,43,100
"""Teach me Multi-Tenant SaaS architecture from scratch. Compare database-per-tenant, schema-per-tenant and shared database approaches.""",claude-opus-4-8,134,19,1,2,15,5.84,0,False,False,False,False,False,False,False,False,False,33,73
"""Explain Redis like I'm a beginner. Why do companies use it? Where does it sit in the system architecture?""",claude-opus-4-8,107,19,1,3,18,4.42,0,False,False,False,False,False,True,False,False,False,26,78
"""Compare PostgreSQL and MySQL for startups. Which one should I choose and why?""",claude-opus-4-8,79,13,1,2,12,4.85,0,False,False,False,False,False,True,False,False,False,19,79
"""Explain how Stripe works behind the scenes. Cover payment flow, subscriptions, webhooks, refunds and security.""",claude-opus-4-8,112,15,1,2,15,6.07,0,False,False,False,False,False,True,False,False,False,28,108
"""Act like an investor and brutally evaluate my startup idea. Tell me whether it's worth building or not.""",claude-opus-4-8,105,18,1,2,18,4.67,0,False,False,False,False,False,False,False,False,False,26,45
"""Analyze my startup A2S completely. Market size, competitors, monetization, pricing, MVP, customer acquisition, risks and scalability.""",claude-opus-4-8,135,16,1,2,16,6.88,0,False,False,False,False,False,True,False,False,False,33,49
"""Create a pitch deck outline that would actually impress an investor.""",claude-opus-4-8,70,11,1,1,11,5.18,0,False,False,False,False,False,False,False,False,False,17,53
"""Help me decide what features belong in my MVP and what should be postponed.""",claude-opus-4-8,77,14,1,1,13,4.36,0,False,False,False,False,False,False,False,False,False,19,62
"""If you were my CTO, create a six-month product development roadmap for my startup.""",claude-opus-4-8,84,15,1,1,14,4.4,0,False,False,False,False,False,False,False,False,False,21,71
"""Research the Visa internship hiring process in detail. What rounds are there? What DSA level do they expect? What projects help?""",claude-opus-4-8,130,21,1,4,19,4.95,0,False,False,False,False,False,False,False,False,False,32,68
"""Explain the Flipkart GRiD internship process in detail and what happens after each round.""",claude-opus-4-8,91,14,1,1,14,5.36,0,False,False,False,False,False,True,False,False,False,22,69
"""Create a realistic CAT preparation plan while balancing engineering placements.""",claude-opus-4-8,81,10,1,1,10,6.9,0,False,False,False,False,False,False,False,False,False,20,64
"""Compare taking a high-paying software job versus pursuing an MBA over the next ten years.""",claude-opus-4-8,91,16,1,1,16,4.56,0,False,False,False,False,False,False,False,False,False,22,76
"""Teach me how to write a proper research paper from literature review to publication.""",claude-opus-4-8,86,14,1,1,13,5.0,0,False,False,False,False,False,True,True,False,False,21,82
"""Build me a cybersecurity roadmap for beginners covering networking, Linux, web security and penetration testing.""",claude-opus-4-8,114,15,1,1,15,6.33,0,False,False,False,False,False,False,False,False,False,28,65
"""Explain Authentication vs Authorization with JWT, OAuth, cookies and sessions using practical examples.""",claude-opus-4-8,105,13,1,1,13,6.77,0,False,False,False,False,False,True,False,False,False,26,80
"""Teach me System Design from absolute scratch with real-world examples.""",claude-opus-4-8,72,11,1,1,11,5.36,0,False,False,False,False,False,False,False,False,False,18,61
"""Explain Docker and containers from scratch. Why do companies actually use Docker?""",claude-opus-4-8,83,12,1,2,11,5.67,0,False,False,False,False,False,True,False,False,False,20,62
"""Compare AWS, Azure and Google Cloud for students and startups. Which one should I learn first?""",claude-opus-4-8,96,16,1,2,15,4.75,0,False,False,False,False,False,False,False,False,False,24,58
"""Help me design an AI-powered Chrome extension that simplifies complicated webpages. Cover architecture, APIs, UX and monetization.""",claude-opus-4-8,132,18,1,2,18,6.06,0,False,False,False,False,False,False,False,False,False,33,74
"""Compare Flutter and Streamlit for building startup MVPs.""",claude-opus-4-8,58,8,1,1,8,6.0,0,False,False,False,False,False,False,False,False,False,14,69
"""Explain the difference between Kindle publishing and traditional publishing in India for first-time authors.""",claude-opus-4-8,110,15,1,1,14,6.2,0,False,False,False,False,False,True,False,False,False,27,64
"""Help me identify a book using only the parts of the story I remember.""",claude-opus-4-8,71,14,1,1,13,3.93,0,False,False,False,False,False,False,True,False,False,17,31
"""Explain B12 deficiency completely. What symptoms are common, when is dizziness related and when should someone worry?""",claude-opus-4-8,119,17,1,2,16,5.76,0,False,False,False,False,False,True,False,False,False,29,81
"""Analyze this cricketer beyond statistics. Explain technique, strengths, weaknesses, captaincy, fitness and future potential.""",claude-opus-4-8,126,14,1,2,14,7.5,0,False,False,False,False,False,True,False,False,False,31,37
"""Prepare a complete market research report for this startup idea including TAM, SAM, SOM, competitors, trends and barriers to entry.""",claude-opus-4-8,133,20,1,1,20,5.35,0,False,False,False,False,False,False,False,False,False,33,28
"""I want to learn this topic properly. Give me the correct order to study it, projects to build, common mistakes, interview relevance and how long each stage should take.""",claude-opus-4-8,170,29,1,2,27,4.66,0,False,False,False,False,False,True,False,False,False,42,30
"""Act as an experienced startup founder and tell me everything that's wrong with my business model before I spend months building it.""",claude-opus-4-8,133,22,1,1,22,4.95,0,False,False,False,False,False,False,False,False,False,33,33
"""If you had to mentor me from scratch for software engineering placements, what would the next 90 days look like?""",claude-opus-4-8,114,20,1,1,20,4.55,0,False,False,False,False,False,False,False,False,False,28,47
"""Compare these two technologies in terms of scalability, learning curve, community support, industry adoption and future scope.""",claude-opus-4-8,128,17,1,1,17,6.24,0,False,False,False,False,False,False,False,False,False,32,23
"""Explain this research paper like I'm an engineering student. Break down every section into simple language.""",claude-opus-4-8,109,16,1,2,16,5.62,0,False,False,False,False,False,True,False,False,False,27,27
"""Create a step-by-step implementation plan for this project from idea to deployment.""",claude-opus-4-8,85,14,1,1,13,4.93,0,False,False,False,False,False,True,False,False,False,21,29
"""Tell me the prerequisites I should learn before starting this technology so I don't waste time.""",claude-opus-4-8,97,16,1,1,15,4.94,0,False,False,False,False,False,False,False,False,False,24,23
"""Assume you are a hiring manager. Based on my skills, what gaps would stop you from shortlisting me?""",claude-opus-4-8,101,18,1,2,17,4.39,0,False,False,False,False,False,False,False,False,False,25,26
"""If this startup were presented on Shark Tank or to a VC, what questions would they ask and how should I answer them?""",claude-opus-4-8,118,23,1,1,23,4.0,0,False,False,False,False,False,True,False,False,False,29,37
"""Research the latest industry trends in this field and tell me where the biggest opportunities are over the next five years.""",claude-opus-4-8,125,21,1,1,19,4.86,0,False,False,False,False,False,False,False,False,False,31,20
"""Explain this concept visually and intuitively instead of giving textbook definitions.""",claude-opus-4-8,87,11,1,1,11,6.73,0,False,False,False,False,False,True,False,False,False,21,26
"""Create the ultimate beginner-to-advanced roadmap for this subject with free resources, projects and milestones.""",claude-opus-4-8,113,16,1,1,16,5.88,0,False,False,False,False,False,False,False,False,False,28,29
"""I'm confused between multiple career paths. Compare them based on salary growth, work-life balance, learning opportunities, long-term stability and future demand.""",claude-opus-4-8,164,23,1,2,23,5.87,0,False,False,False,False,False,False,False,False,False,41,38
"""I have this startup idea. Don't just appreciate it. Tear it apart, tell me every loophole, every risk, every competitor and whether it can actually become a unicorn.""",claude-opus-4-8,167,28,1,3,24,4.71,0,False,False,False,False,False,False,False,False,False,41,34
"""Assume you're an investor from Sequoia or Y Combinator. Ask me every question you would before investing.""",claude-opus-4-8,107,17,1,2,17,5.12,0,False,False,False,False,False,False,False,False,False,26,57
"""I don't want generic market research. I want actual numbers, TAM, SAM, SOM, CAGR, competitors, revenue models and future trends.""",claude-opus-4-8,130,20,1,2,18,5.05,0,False,False,False,False,False,False,False,False,False,32,60
"""Compare my startup idea with every similar company in India and abroad. Tell me what is unique.""",claude-opus-4-8,97,17,1,2,17,4.53,0,False,False,False,False,False,False,False,False,False,24,35
"""If someone had ₹25 lakh today, how should they build this startup from scratch?""",claude-opus-4-8,81,14,1,1,14,4.5,0,False,False,False,False,False,True,False,False,False,20,55
"""Design the complete tech stack for this startup as if Google engineers were building it.""",claude-opus-4-8,90,15,1,1,15,4.87,0,False,False,False,False,False,False,False,False,False,22,32
"""Give me every AI feature that can be added to this product in the next five years.""",claude-opus-4-8,84,17,1,1,17,3.82,0,False,False,False,False,False,False,False,False,False,21,49
"""Suppose OpenAI built my startup instead of me. What would they do differently?""",claude-opus-4-8,80,13,1,2,13,4.92,0,False,False,False,False,False,False,False,False,False,20,47
"""Tell me why this startup could fail before even launching.""",claude-opus-4-8,60,10,1,1,10,4.8,0,False,False,False,False,False,True,False,False,False,15,22
"""Research whether customers actually need this or if I'm solving a fake problem.""",claude-opus-4-8,81,13,1,1,13,5.08,0,False,False,False,False,False,False,False,False,False,20,40
"""Find industries where AI hasn't disrupted much yet.""",claude-opus-4-8,53,8,1,1,8,5.38,0,False,False,False,False,False,False,False,False,False,13,53
"""What billion-dollar startups can still be built in India using AI?""",claude-opus-4-8,68,12,1,1,12,4.5,0,False,False,False,False,False,False,False,False,False,17,47
"""Give me startup ideas that are difficult to copy.""",claude-opus-4-8,51,9,1,1,9,4.44,0,False,False,False,False,False,False,False,False,False,12,61
"""Research business models that make recurring revenue instead of one-time income.""",claude-opus-4-8,82,12,1,1,12,5.67,0,False,False,False,False,False,False,False,False,False,20,37
"""I want industries that will grow for the next 20 years.""",claude-opus-4-8,57,11,1,1,11,4.0,0,False,False,False,False,False,False,False,False,False,14,36
"""How do companies like Airbnb, Uber and Zillow actually became successful? Break everything down.""",claude-opus-4-8,98,14,1,2,14,5.71,0,False,False,False,False,False,True,False,False,False,24,75
"""Give me hidden problems in the real estate industry that nobody talks about.""",claude-opus-4-8,78,13,1,1,13,4.85,0,False,False,False,False,False,False,False,False,False,19,43
"""Research the future of interior design and AI.""",claude-opus-4-8,48,8,1,1,8,4.75,0,False,False,False,False,False,False,False,False,False,12,64
"""What technologies will replace current real estate platforms?""",claude-opus-4-8,63,8,1,1,8,6.62,0,False,False,False,False,False,False,False,False,False,15,47
"""I want to know if my startup can become global instead of staying India-focused.""",claude-opus-4-8,82,15,1,1,15,4.33,0,False,False,False,False,False,False,False,False,False,20,40
"""Pretend you're McKinsey. Give me a complete industry report.""",claude-opus-4-8,62,9,1,2,9,5.56,0,False,False,False,False,False,False,False,False,False,15,32
"""Pretend you're BCG. Find every weakness in my business.""",claude-opus-4-8,57,9,1,2,9,5.0,0,False,False,False,False,False,False,False,False,False,14,35
"""How would Amazon solve this problem?""",claude-opus-4-8,38,6,1,1,6,5.0,0,False,False,False,False,False,True,False,False,False,9,41
"""How would Apple design this product?""",claude-opus-4-8,38,6,1,1,6,5.0,0,False,False,False,False,False,True,False,False,False,9,35
"""Tell me whether an MBA from IIM Ahmedabad is actually worth it compared to staying in tech.""",claude-opus-4-8,93,17,1,1,17,4.35,0,False,False,False,False,False,False,False,False,False,23,55
"""Research career paths where AI and MBA together have the highest salaries.""",claude-opus-4-8,76,12,1,1,12,5.17,0,False,False,False,False,False,False,False,False,False,19,43
"""Compare Applied Scientist, ML Engineer, Data Scientist and SDE in terms of future growth.""",claude-opus-4-8,91,14,1,1,13,5.21,0,False,False,False,False,False,False,False,False,False,22,75
"""What skills will still matter after AI automates programming?""",claude-opus-4-8,63,9,1,1,9,5.78,0,False,False,False,False,False,False,False,False,False,15,45
"""Give me a roadmap to become an Applied Scientist.""",claude-opus-4-8,51,9,1,1,9,4.44,0,False,False,False,False,False,False,False,False,False,12,52
"""Research companies that are investing the most in Generative AI.""",claude-opus-4-8,66,10,1,1,10,5.4,0,False,False,False,False,False,False,False,False,False,16,49
"""Tell me which AI startups are most likely to become the next OpenAI.""",claude-opus-4-8,70,13,1,1,13,4.23,0,False,False,False,False,False,False,False,False,False,17,45
"""I want papers, research directions and unsolved problems in AI.""",claude-opus-4-8,65,10,1,1,10,5.2,0,False,False,False,False,False,False,False,False,False,16,53
"""Explain this research paper like I'm a college student but don't skip technical details.""",claude-opus-4-8,90,14,1,1,14,5.29,0,False,False,False,False,False,True,False,False,False,22,27
"""What projects should I build if I want recruiters to think I'm exceptional?""",claude-opus-4-8,77,13,1,1,12,4.77,0,False,False,False,False,False,False,False,False,False,19,50
"""Research how founders got into Y Combinator without having funding.""",claude-opus-4-8,69,10,1,1,10,5.7,0,False,False,False,False,False,True,False,False,False,17,53
"""Give me every possible monetization strategy for this product.""",claude-opus-4-8,64,9,1,1,9,5.89,0,False,False,False,False,False,False,False,False,False,16,43
"""Find startup incubators in India that actually help early founders.""",claude-opus-4-8,69,10,1,1,10,5.7,0,False,False,False,False,False,False,False,False,False,17,47
"""Research how companies price SaaS products.""",claude-opus-4-8,45,6,1,1,6,6.17,0,False,False,False,False,False,True,False,False,False,11,52
"""If I had to pitch this to investors in five minutes, what questions would destroy me?""",claude-opus-4-8,87,16,1,1,15,4.25,0,False,False,False,False,False,False,False,False,False,21,31
"""Give me a competitive analysis with strengths, weaknesses, opportunities and threats for my startup.""",claude-opus-4-8,102,14,1,1,14,6.0,0,False,False,False,False,False,False,False,False,False,25,28
"i am studying in aiml 4th year, and i have to give a speech tomorrow to my sub juniors who just joined aiml i.e the 2nd year students",claude-opus-4-8,133,29,1,1,24,3.59,0,False,False,False,False,False,False,False,False,False,33,116
can i remove or edit my application in cisco code with ciscoo,claude-opus-4-8,61,12,1,1,12,4.17,0,False,False,False,False,False,False,False,False,False,15,82
"Predicate Argument Structure(PAS,CCG,PSG), Meaning Representation detailed 10 mark answers",claude-opus-4-8,90,12,1,1,12,6.42,1,False,False,False,False,False,False,False,False,False,22,193
best team names for amazon hackon,claude-opus-4-8,33,6,1,1,6,4.67,0,False,False,False,False,False,False,False,False,False,8,56
mongodb setup in mac apple m2 pro,claude-opus-4-8,33,7,1,1,7,3.86,0,False,False,False,False,False,False,False,False,False,8,77
Query all columns for all American cities in the CITY table with populations larger than 100000. The CountryCode for America is USA.,claude-opus-4-8,132,22,1,2,19,4.95,0,False,False,False,False,False,False,False,False,False,33,1
https://jobs.careers.microsoft.com/global/en/job/1901632/Research-Science:-Internship-opportunities,claude-opus-4-8,99,13,1,1,13,6.46,0,False,False,False,True,False,False,False,False,False,24,43
"in the video, should i just speak, or can i make editings of the video so that pictures can be added",claude-opus-4-8,100,21,1,1,17,3.71,0,False,False,False,False,False,False,False,False,False,25,103
"Given a string s, check if it can be constructed by taking a substring of it and appending multiple copies of the substring together.",claude-opus-4-8,133,24,1,1,20,4.5,0,False,False,False,False,False,False,False,False,False,33,2
can u give me a dataset for sentiment analysis to train a model,claude-opus-4-8,63,13,1,1,12,3.92,0,False,False,False,False,False,False,False,False,False,15,98
Wt is  the difference between stack and queue with real-life examples and C code.,claude-opus-4-8,81,15,1,1,14,4.33,0,False,False,False,False,False,False,False,False,False,20,36
give me 10 top rated books in world from different genre,claude-opus-4-8,56,11,1,1,11,4.18,0,False,False,False,False,False,False,False,False,False,14,127
Second Largest Unique Element c code .,claude-opus-4-8,38,6,1,1,6,5.17,0,False,False,False,False,False,False,False,False,False,9,1
Which app is best spotify or apple music.,claude-opus-4-8,41,8,1,1,8,4.12,0,False,False,False,False,False,False,False,False,False,10,103
"Explain binary search with an example, dry run, and time complexity.",claude-opus-4-8,68,11,1,1,11,5.0,0,False,False,False,False,False,True,False,False,False,17,84
Binary search.,claude-opus-4-8,14,2,1,1,2,6.0,0,False,False,False,False,False,False,False,False,False,3,47
Give me 20 SQL interview questions with answers suitable for beginners.,claude-opus-4-8,71,11,1,1,11,5.45,0,False,False,False,False,False,False,False,False,False,17,183
give me medium level questions in python,claude-opus-4-8,40,7,1,1,7,4.86,0,False,False,False,False,False,False,False,False,False,10,121
Write a LinkedIn post about completing my first coding challenge and what I learned from,claude-opus-4-8,88,15,1,1,15,4.93,0,False,False,False,False,False,False,True,False,False,22,101
Compare programming languages.,claude-opus-4-8,30,3,1,1,3,9.0,0,False,False,False,False,False,False,False,False,False,7,107
Merit and demirits of writing my classwork with only black pen instead of blue,claude-opus-4-8,78,14,1,1,13,4.64,0,False,False,False,False,False,False,False,False,False,19,111
Explain pointers in C with examples .,claude-opus-4-8,37,6,1,1,6,5.0,0,False,False,False,False,False,True,False,False,False,9,22
My Amazon q isn't working : bash <(curl -fsSL https://desktop-release.q.us-east-1.amazonaws.com/latest/install.sh),claude-opus-4-8,114,20,1,1,19,4.35,1,False,False,False,True,False,False,False,False,False,28,115
Heyyyyy explain the working of a p-n junction diode with a neat diagram and simple language.,claude-opus-4-8,92,17,1,1,16,4.41,0,False,False,False,False,False,True,False,False,False,23,165
hey generate the vague prompts you have seen,claude-opus-4-8,44,8,1,1,8,4.62,0,False,False,False,False,False,False,False,False,False,11,59
Best places to visit in Hyderabad for my Sunday outing only (10am-5pm),claude-opus-4-8,70,13,1,1,13,4.31,1,False,False,False,True,False,False,False,False,False,17,94
#include <stdio.h>,claude-opus-4-8,18,3,1,1,3,4.33,0,False,False,False,False,False,False,False,False,False,4,98
Things I can do in my free time .,claude-opus-4-8,33,8,1,1,8,3.0,0,False,False,False,False,False,False,False,False,False,8,84
Write a c++ program on two sum (leet code),claude-opus-4-8,42,9,1,1,9,3.33,1,False,False,False,False,False,False,True,False,False,10,1
explain me this code step by step.,claude-opus-4-8,34,7,1,1,6,3.86,0,False,False,False,False,False,True,False,False,False,8,124
How to change username in GitHub ?,claude-opus-4-8,34,6,1,1,6,4.5,0,False,False,False,False,False,True,False,False,False,8,91
whre do i find nice templates for my latex,claude-opus-4-8,42,9,1,1,9,3.78,0,False,False,False,False,False,False,False,False,False,10,75
simplest way to learn vscode,claude-opus-4-8,28,5,1,1,5,4.8,0,False,False,False,False,False,False,False,False,False,7,121
what are the best anime available on jiohotstar and Netflix?,claude-opus-4-8,60,10,1,1,10,5.0,0,False,False,False,False,False,False,False,False,False,15,64
how many r's are there in strawberry,claude-opus-4-8,36,7,1,1,7,4.29,0,False,False,False,False,False,True,False,False,False,9,13
suggest horror comedy movies in English.,claude-opus-4-8,40,6,1,1,6,5.67,0,False,False,False,False,False,False,False,False,False,10,69
What's loremipsum explain it clearly.,claude-opus-4-8,37,5,1,1,5,6.4,0,False,False,False,False,False,True,False,False,False,9,88
Explain the difference between a stack and a queue with real-life examples. Also provide a Java implementation for both.,claude-opus-4-8,120,20,1,2,18,4.95,0,False,False,False,False,False,True,False,False,False,30,37
I'm preparing for my Data Structures exam. Can you explain binary search trees in simple language and include the insertion and deletion algorithms?,claude-opus-4-8,148,23,1,2,22,5.39,0,False,False,False,False,False,True,False,False,False,37,152
"Write short notes on the Waterfall Model, Agile Model, and Spiral Model. Compare them in a table and mention where each is used.",claude-opus-4-8,128,23,1,2,20,4.43,0,False,False,False,False,False,False,False,False,False,32,190
Explain how reinforcement learning works. Give one real-world example and one Python implementation using a simple environment.,claude-opus-4-8,127,18,1,2,17,6.0,0,False,False,False,False,False,True,False,False,False,31,109
"What are the advantages and disadvantages of cloud computing? Explain IaaS, PaaS, and SaaS with examples.",claude-opus-4-8,105,16,1,2,15,5.38,0,False,False,False,False,False,True,False,False,False,26,171
A company wants to reduce customer churn using machine learning. Describe how you would approach this problem from data collection to evaluation.,claude-opus-4-8,145,22,1,2,21,5.55,0,False,False,False,False,False,True,False,False,False,36,210
Design an algorithm to find duplicate values in a list containing one million integers while minimizing memory usage.,claude-opus-4-8,117,18,1,1,18,5.5,0,False,False,False,False,False,False,False,False,False,29,103
"Write a professional project report introduction for a ""Smart Traffic Management System using AI.""",claude-opus-4-8,98,14,1,1,13,5.86,0,False,False,False,False,False,False,True,False,False,24,128
Create a presentation outline for a seminar on Cybersecurity Trends in 2026.,claude-opus-4-8,76,12,1,1,11,5.33,0,False,False,False,False,False,False,False,False,False,19,112
Summarize the IEEE paper on Vision Transformers in language suitable for second-year engineering students.,claude-opus-4-8,106,15,1,1,15,6.07,0,False,False,False,False,False,False,False,False,False,26,126
Explain Git branching strategies suitable for a software development team working on a college project.,claude-opus-4-8,103,15,1,1,14,5.87,0,False,False,False,False,False,True,False,False,False,25,113
Write a Java program to find the second largest element in an array without sorting it. Explain each step of the code.,claude-opus-4-8,118,22,1,2,21,4.32,0,False,False,False,False,False,True,True,False,False,29,1
"I wrote this Python code to reverse a linked list, but it gives an error. Find the mistake and correct it.",claude-opus-4-8,106,21,1,2,20,3.95,0,False,False,False,False,False,False,False,False,False,26,40
"Compare Python lists and tuples. Include syntax, performance, mutability, and practical use cases.",claude-opus-4-8,98,13,1,2,12,6.23,0,False,False,False,False,False,False,False,False,False,24,129
Write a C program to implement a circular queue using arrays. Explain the time complexity of each operation.,claude-opus-4-8,108,18,1,2,17,4.94,0,False,False,False,False,False,True,True,False,False,27,1
"Generate a SQL database schema for a college management system with students, faculty, courses, and attendance tables.",claude-opus-4-8,118,17,1,1,16,5.76,0,False,False,False,False,False,False,False,False,False,29,1
Convert the following Java code into C++ and explain the major syntax differences.,claude-opus-4-8,82,13,1,1,12,5.15,0,False,False,False,False,False,True,False,False,False,20,69
Explain photosynthesis in simple terms for a 10-year-old.,claude-opus-4-8,57,10,1,1,10,4.7,0,False,False,False,False,False,True,False,False,False,14,75
"List the days of the week in Spanish, German, and Arabic.",claude-opus-4-8,57,11,1,1,10,4.0,0,False,False,False,False,False,False,False,False,False,14,70
